danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo,skip_30s
0.5247240713084176,0.33884969662896475,-22.14882948792282,0.34289743722027105,0.5719958782835928,0.3936355202774421,0.648256954077822,64.65593456746649,0
0.8704285838459498,0.6064257105337687,-22.590636027840006,0.4024070706518587,0.8054323292999863,0.4734356593750214,0.17238636210516622,82.41270338773552,0
0.7391963650868432,0.8547093769073062,-2.8123625843688984,0.1402245914203995,0.760160929790159,0.8545473932021803,0.8723945633548149,159.7494966107931,0
0.659195090518222,0.7491686648071709,-22.513614004514817,0.31993956781135946,0.15389990469377368,0.34000438605989214,0.6131162390692415,152.0122027606003,0
0.39361118426546193,0.8049208608960874,-21.841508216141072,0.2944380719089994,0.1492494697414739,0.8696496848121713,0.15720388355695425,102.07712297485762,0
0.3935967122017216,0.694087525033038,-7.218052127461089,0.41975858085837014,0.2681743677449133,0.08813443097669149,0.9623380574812068,105.2172753329055,0
0.33485016730091965,0.7192074233883894,-16.507804726483798,0.45492178903100505,0.3610747263410372,0.7767984372086307,0.5183654633353206,124.02653202642954,0
0.8197056874649611,0.8368967386739894,-6.698683291344565,0.025835250309145668,0.4084555814084826,0.8475476330547363,0.072898451871655,60.02892056221614,0
0.6606690070459253,0.3872510066443895,-28.039015273068443,0.3435295611482205,0.6796972168333453,0.18181765283733875,0.6268329044150672,88.94932032456335,0
0.7248435466776273,0.5670687227323554,-15.37286418979847,0.044881183577469924,0.056680432165835404,0.43034653237220044,0.2531989070128102,84.98781703298573,0
0.31235069657748143,0.3659070813647017,-28.991591994501523,0.28345215923713085,0.034672704226066386,0.16549977466365562,0.8036934518773025,90.05795360997162,0
0.8819459112971966,0.9407510059974853,-28.120403896339365,0.15806370994096552,0.391910562943909,0.7066041289942178,0.8178220735661906,156.70870110401296,0
0.7994655844802532,0.9080445047649599,-2.806876399667672,0.16725276777062775,0.6971636921379805,0.5353477680616567,0.9789473558546619,93.56086278557318,0
0.4274034664069657,0.22957010852637943,-25.822638866472147,0.18942008165713115,0.19343534295648257,0.635323346708321,0.5018695310245037,82.98255864601778,0
0.4090949803242604,0.7291813793867663,-14.027379531743486,0.3182203755438129,0.6415044812562517,0.19648696695621115,0.45495687972773713,120.51161529516378,1
0.41004270591206027,0.8939362380617493,-17.667131921978804,0.1803439835210092,0.25982813794029946,0.21174586205241952,0.7534756054464806,163.87740436472785,0
0.4825453457757226,0.33543150884550016,-19.57970021223472,0.3716955442833346,0.8860861088135163,0.04149732550990637,0.13247065634192656,88.96196446049998,1
0.6148538589793427,0.6259589229144722,-3.0049996293818246,0.21417314507545743,0.8956899442666165,0.3220675351957297,0.5469155137931242,69.42434913513584,0
0.5591670111852695,0.8866162231910313,-29.345298096735316,0.05280953614878013,0.2972872042813265,0.559744661333675,0.5462476001308509,102.76856830195976,0
0.47473748411882516,0.22545948393934914,-10.086309414732327,0.3962047243923715,0.2299937539632405,0.8579349139973288,0.08947312281038722,149.71821894779734,0
0.6671117368334277,0.7230652004351299,-1.0981669735934858,0.15716399580449886,0.41130397206623126,0.6669274474586807,0.41798408550691357,126.08286536337535,0
0.3836963163912251,0.42301175552941306,-13.194954496144742,0.22772810220764605,0.24053158518014872,0.43539632339975143,0.853284798567202,158.0152043489217,0
0.47528678912113087,0.8932971465323978,-1.8953261390072456,0.3490130639465127,0.6723838432917036,0.9531201143941378,0.8561536219946603,175.15105771310806,0
0.5198171059762151,0.9282936838740259,-28.43226362141929,0.17957895543138175,0.8260646845482855,0.7192452005758319,0.099237664919681,155.11949721019403,0
0.5736419905302216,0.9081998668350755,-17.43620042777516,0.047161114950423494,0.673092130911217,0.93016520286255,0.09072088274783086,132.4563694612504,0
0.7711055768358082,0.5556606624930978,-22.195266271138465,0.1994821025661505,0.8243504472493495,0.5275879732721657,0.2626954770019353,119.20099056628567,0
0.41980426929501585,0.8465319882419851,-8.075371050578106,0.47333531969326564,0.39699216220747413,0.2589042747931396,0.8747660625539935,64.808290361792,0
0.608540663048167,0.8334120489013028,-0.5610872850825999,0.3280325107033079,0.15631697070886086,0.052826686364721986,0.12890258507349894,178.11863745768494,0
